Text,Sentiment
การที่นักศึกษาเลือกที่นั่งเรียน ไม่ใช่สิ่งตัดสินในความเก่งของตัวนักศึกษานะครับ คนที่นั่งหน้าสุดคะแนนสอบไม่ได้เยอะตามลำดับการนั่งเรียนครับ และคนที่นั่งหลังสุดไม่ใช่คนไม่เก่งครับ แต่ละคนเหนื่อยอ่านหนังสือเพื่อการสอบไม่เท่ากันครับ ภายนอกตัดสินไม่ได้หรอกครับ อาจารย์เป็นผู้ที่มีประสบการณ์ความรู้เยอะควรแบ่งประสบการณ์ด้วยการสอนครับ,Negative
"การที่ผมไม่ชอบตอบ ผมไม่ใช่ชอบภาษาอังกฤษแต่ผมต้องเรียนไปด้วยแล้วเลี้ยงน้องไปด้วยอย่าเอาความคิดคุณมาตัดสินใจเรื่องคนที่ชอบหรือไม่ชอบภาษาอังกฤษ
",Negative
การที่วิชานึงมีอาจารย์สิบหลายคนทำให้งงมากเลยค่ะ,Negative
"การที่ให้คะแนนเพิ่มแค่คนที่เปิดกล้องหนูคิดว่าเป็นวิธีการที่ผิดที่อยากให้นักศึกษาเปิดกล้อง อยากให้อาจารย์ปรับเป็นบอกก่อนเรียนเลยว่าการมีส่วนร่วมในห้องเรียนคือการเปิดกล้องมีคะแนนให้ทุกสัปดาห์ประมาณนี้ค่ะ ,กฎหมายเป็นวิชาที่เนื้อหาล้วนอยู่แล้วมันทำให้วิชามันไม่น่าสนใจอาจารย์ควรปรับปรุงสไลด์การสอนค่ะ",Negative
การที่ให้นักศึกษาทำงานแล้วสแกนส่งงานที่สแกนย่อมมีความคลาดเคลื่อนอยากให้กลับมาส่งงานแบบเดิมมากกว่าเพื่อผลประโยชน์ของนักศึกษา ไม่ใช่บังคับให้สแกนส่งแล้วเอาไปปริ้น ไดมิเตอร์คลาดเคลื่อนแล้วมาโทษนักศึกษาฝ่ายเดียวนะคะ,Negative
การที่อาจารย์มอบหมายงานที่กับเวลาส่งไม่ค่อยสัมพันธ์กัน คำถามบางข้อที่คิดว่าอาจจะต้องให้เวลาเพิ่มในการคิดมากขึ้น อาจจะอนุญาตให้สามารถส่งภายในวันนั้นในบางครั้งได้ และเนื่องจากที่เรียนออนไลน์ด้วยทำให้เกิดปัญหาที่ไม่คาดคิดในบางครั้ง เช่น อุปกรณ์จำพวกคอมพิวเตอร์ หรือ โทรศัพท์ใช้ไม่ได้ เป็นต้น ทำให้ไม่สามารถส่งงานให้ภายในเวลาที่กำหนดได้ทำให้เสียโอกาสไปด้วย,Negative
การที่อาจารย์ตอบคำถามทุกคาบทุกข้อบางทีคนที่ตอบไม่ทันอาจจะท้อจนมีความไม่อยากเรียนไปเลยก็ได้ค่ะ อยากให้อาจารย์แบ่งแค่บางข้อที่ยกมือตอบกับที่ช่วยๆกันตอบบ้างแบบไม่ได้มีคะแนนหรือยกมือตอบทุกข้ออ่ะค่ะ เพราะตั้งแต่เรียนมาคนที่ตอบทันหรือตอบได้ก็มีแต่คนเดิมๆ1-3คน คนอื่นๆอาจจะตามไม่ทันหรือไม่เข้าใจก็ได้,Negative
การที่อาจารย์ไม่ได้ให้สไลด์นักศึกษาในห้องสอนแสดงให้เห็นว่าคุณเลือกที่จะสนใจว่านักศึกษาจะเข้าเรียนคลาสของคุณไหมมากกว่าที่อาจารย์จะสนใจว่านักศึกษาจะเข้าใจเนื้อหาที่คุณสอนไหม ถ้าอาจารย์เลือกจะสนใจที่จะแบบนี้ อาจจะทำให้นักศึกษาใช้เนื้อหาจากสไลด์หรือที่อาจารย์สอนไปทำข้อสอบของอาจารย์หรืออาจจะนำความรู้นี้ไปปรับใช้ในอนาคตได้ไม่ดีพอเท่าที่ควร,Negative
การที่อาจารย์อบรมนอกเวลา แล้วมีคะแนนสำหรับผู้เข้าร่วมส่วนตัวคิดว่าไม่ยุติธรรมสำหรับนักศึกษาทุกคน เพราะนักศึกษาบางคนมีกิจกรรมอื่นที่ต้องทำในวันเวลาที่ต่างกัน บางคนมีงานต้องทำ บางคนมีธุระอื่นหรือไม่สามารถไปได้ ทุกคนอยากได้คะแนนอย่างเท่าเทียม รบกวนตรงนี้ ทำให้เท่าเทียม อย่างเช่นจัดอบรมในเวลาสอนเท่านั้น หรือสอนตามเวลาไม่ใช้เวลานอกอื่นๆ เพราะคิดว่าอาจารย์สะดวก แต่นักศึกษาไม่สะดวก,Negative
การนัดสอบล่วงหน้า,Negative
การนำเสนอมีติดเงื่อนไข,Negative
การบรรยายเนื้อหาน่าเบื่อมาก ทำไห้ไม่มีความอยากเรียนทั้งที่เนื้อหานั้นน่าสนใจมาก จึงทำไห้ต้องไปเรียนรู้จากแหล่งอื่น และกำหนดการส่งงานไห้น้อยมาก เรียนช่วงเช้าแต่ต้องส่งภายในเที่ยงคืนของวันนั้นหากต้องช่วยงานทางบ้านก็จะไม่มีเวลาทำ จึงต้องมาทำในเวลากลางคืน ทำให้ต้องนอนดึกเป็นประจำ จึงอยากให้แก้ไขเรื่องนี้ด้วย,Negative
การบริหารในรายวิชานี้ดี แต่ขอแสดงความเห็นเรื่อง การเก็บคะแนนในแต่ละส่วน อยากจะเสนอในส่วนของการส่งล่าช้า ควรจะให้คะแนน (แต่เป็นคะแนนที่หัก) ไม่ควรจะตัดไปเลยทั้งส่วน,Negative
การบังคับซื้อหนังสือในสถานการณ์แบบนี้ไม่เหมมาะสมหรือป่าวคะ ควรมีวิธีแก้ปัญหาที่ดีกว่าการบังคับซื้อหนังสืออ่านเองนะคะ,Negative
การบ้านค่อนข้างเยอะ,Negative
การบ้านค่อนข้างเยอะ และการสอบเป็นไปอย่างลำบากเนื่องจากมีการสอบหลายรอบ และการจัดการไม่ค่อยดีเท่าไหร่ อยากให้สอบที่เดียวมากกว่า,Negative
การบ้านต่อบทมีเยอะเกินไป ทำให้ไม่สามารถแบ่งเวลาไปใช้ในรายวิชาอื่นได้มากนัก,Negative
การบ้านทำ5วันอยากให้ลดความยากหรือลดข้อครับ,Negative
การบ้านที่ส่งไป อาจารย์ควรตรวจและให้คำแนะนำฟีดแบคกลับมาบ้างค่ะ ไม่รู้ว่าที่ทำไปคือถูกหรือเปล่า และไม่เคยเห็นหน้าอาจารย์เลยค่ะ,Negative
"การบ้านนอกจาก Assignment แล้ว 
อยากให้ลดงานหาข้อมูลทำเล่มงานวิจัยลง หรือ ยืดเวลาส่งแบบปัจจุบันล่าสุดนะครับ 
เนื่องจาก หลายๆคนติดทำกิจกรรมและภารกิจที่ทำงานส่วนตัวเยอะ กลัวว่าหากไม่ลดหรือยืดเวลา รุ่นต่อไปจะทำไม่ทันและเครียดกันครับ",Negative
การบ้านน้อยไปครับ บางกรณีสามารถดูก่อนสอบได้ บางคนไม่สามารถสมัครเรียนกวดวิชานี้เลยพึ่งเฉลยการบ้านครับ ,Negative
การบ้านน้อยๆ,Negative
การบ้านบางข้ออาจจะยากไปหน่อย,Negative
การบ้านบางบทคือเยอะมากๆค่ะอาจารย์ อยากจะให้ปรับลดนิดนึงค่ะ แล้วก็ช่องทางการติดต่อไม่สามารถติดต่ออาจารย์ได้นอกจากในเวลาเรียนเลยค่ะ,Negative
การบ้านบางอย่างหนูว่ามันเยอะเกินความจำเป็นเกินไปค่ะอย่างเช่นการบ้านช่วงแรกที่ยังไม่มีการคำนวณแล้วอาจารย์มีการกำหนดบรรทัดในการเขียนอย่างต่ำ10บรรทัด สำหรับหนูมองว่ามันไม่จำเป็นอาจารย์อาจจะใช้วิธีแก้เผื่อมีบางคนที่ตอบมาสั้นเกินซึ่งก็ไม่เหมาะสมสักเท่าไหร่โดยการแจ้งไปว่าให้ตอบมาอย่างเหมาะสมเพราะคะแนนขึ้นอยู่กับคำตอบที่ตอบมา เพราะอย่างหนูเป็นคนที่ปกติถ้าทำงานที่เป็นลักษณะแบบนี้ตัวหนูเองส่วนใหญ่จะตอบไปตามความเหมาะสมอยู่แล้วมีการอธิบายต่างๆ แต่อย่างการบ้านที่ผ่านมาบางทีข้อมูลหนูหามามันก็วกไปมากับที่เขียนตอบไปแล้วแบบนี้อ่ะค่ะ มันเลยทำให้พอมาอ่านรวมๆมันก็ดูเหมือนเขียนแถๆให้ครบกับจำนวนบรรทัดขั้นต่ำที่ถูกกำหนด,Negative
การบ้านมันเยอะไปค่ะอาจารย์ รวมกับโปรเจกต์อีกมันทำไม่ค่อยทันจริงๆค่ะ,Negative
การบ้านยาก,Negative
การบ้านยากกว่าตัวอย่างเกินไปค่ะ แบบบางตัวเราไม่รุ้ที่มาของมันเลย แต่มีในการบ้าน ซึ่งในตัวอย่างไม่ได้อธิบายไว้ การบ้านมันคิดเยอะกว่าแต่ตัวอย่างมันง่ายมากๆ,Negative
การบ้านยากเกินไปค่ะ,Negative
การบ้านยากไปนิดนึงค่ะ ต้องให้เพื่อนช่วยไม่งั้นทำไม่ค่อยได้เพราะไม่เคยเรียนแมทแลปมาก่อน ถึงจะเรียนจากที่เขาสอนทูทอเรียลแล้วมันก็ไม่คล่องเท่าไหร่ค่ะ,Negative
การบ้านยากไปนิดหน่อยครับ โดยรวมดีมากครับ,Negative
การบ้านยากมากเลยค่ะอาจารย์,Negative
การบ้านเยอะ,Negative
การบ้านเยอะเกินปุยมุ้ยยยย,Negative
การบ้านเยอะเกินไป,Negative
การบ้านเยอะเกินไปและไม่ควรแบ่งการสอบย่อยแค่ 3 บทเพราะเนื้อหาจะไปกองที่ไฟนอล คณะไม่ควรยกเลิกสอบมิดเทอม ,Negative
การบ้านเยอะค่ะ,Negative
การบ้านเยอะไป,Negative
การบ้านเยอะไปครับ บางทีการบ้านมีวิธีทำที่คล้ายกันสามารถลดให้เข้าใจในข้อเดียวได้ไหมครับ,Negative
การบ้านเยอะไปครับ เรื่องการสั่งงานอยากให้สั่งละเอียดครับจะได้ไม่เป็นภาระทั้งอาจารย์และนักศึกษาไม่ต้องเสียเวลาทำใหม่หลายๆครั้งครับ,Negative
การบ้านเยอะไปค่ะ ปวดหลัง ปวดมือ ปวดใจดั่งไฟสุมทรวง ทะลวงอกฉัน,Negative
การบ้านเยอะไปนิดนึง,Negative
การบ้านเยอะไปนิดนึงค่ะ,Negative
การบ้านเยอะไปนิดนึงค่ะ ,Negative
การบ้านเยอะไปนิดหน่อยค่ะ เพราะมีแต่โปรเจคใหญ่ต้องทำแล้วส่งงานชนกัน แต่หนังสือเนื้อหายังไม่ค่อยเข้าใจค่ะ อาจจะการเรียงคำพูดผิด,Negative
การบ้านเยอะไปแล้วต้องปริ้นส่งอีก,Negative
การบ้านเยอะไปสำหรับการเรียนออนไลน์ครับจารย์,Negative
การบ้านเยอะไปหน่อย เป็นไปได้ช่วยลดปริมาณการบ้านหน่อยครับ หรือไม่ก็ให้เวลาเส้นตายส่งการบ้านนานกว่านี้ก็ยังดีครับ,Negative
การบ้านเยอะไปหน่อย สอนไวไปนิดตามแทบไม่ทัน,Negative
การบ้านเยอะไปหน่อยค่ะ อยากให้สอนหลายๆข้อจะได้ปรับใช้ในการบ้านเป็นค่ะ ,Negative
การบ้านเยอะไปหน่อยค่ะมีทุกอาทิตย์เลย,Negative
การบ้านเยอะมาก,Negative
การบ้านเยอะม๊ากกกกก เดินเหนื่อยเช่นกันค่ะ,Negative
การบ้านเยอะมากครับบบบบบบบ,Negative
การบ้านเยอะมากค่ะ แต่ไม่เฉลยเลยไม่รู้ว่าที่ทำไปถูกหรือผิด,Negative
การบ้านเยอะมากค่ะ555,Negative
การบ้านเยอะมากค่ะถ้าลดลงได้ก็จะดีนะคะ เปลี่ยนเปนทำแบบฝึกหัดในห้องเรียนแทนอะไรแบบนี้ค่ะ,Negative
การบ้านเยอะมากค่ะอาจารย์55555 ,Negative
การบ้านเยอะมากเลยครับ,Negative
การบ้านเยอะและยาก,Negative
"การบ้านแยกย่อย และการสอบค่อนข้างเยอะ
",Negative
การบ้านแลปยากกเกินไปค่ะ ควรจะพิจารณาให้ความยากง่ายมีความพอดีกว่านี้ค่ะ,Negative
การบ้านและควิซย่อยมากเกินไป,Negative
การบ้านและงานเยอะเกินไปครับเด็กทำไม่ทัน,Negative
การแบ่งกลุ่มเยอะกินไปทำให้การปฏิบัติไม่ทั่วถึง บางคนได้ทำบางไม่ได้ทำแลป การควิซบางจุดไม่สามารถวัดอะไรได้เนื่องจากบางคนได้ทำบางคนไม่ได้ทำ บางคำถามไม่ได้เกิดขึ้นในการทำแลป บางแลปไม่ได้ลงมือทำเองเพียงแต่ให้ ผจก แลปเป็นคนทำแล้วให้คนอื่นสรุปกันเอง,Negative
การแบ่งเกณฑ์คะแนนไม่ค่อยเหมาะสมค่ะ ปริมาณงานที่ทำในแต่ละวีคไม่ค่อยสอดคล้องกับคะเเนนที่ให้และเมื่อหารออกมาแล้วค่อยข้างเป็นเกณฑ์ที่ไม่เหมาะสมกับจำนวนงานค่ะ,Negative
การแบ่งเวลายังคงไม่สอดคล้องกับจำนวนของนักศึกษา(ไม่ว่าจะมิดเทอมหรือไฟนอล) ไม่มีเวลาที่ชัดเจนในการตรวจงาน เนื่องจากช่วงก่อนมิดเทอมได้มีการเรียนออนไลน์และต้องมีการตรวจงานออนไลน์มีนักศึกษาบางกลุ่มต้องอยู่รอจนเกือบเช้าจึงจะได้ตรวจงาน(ซึ่งไม่มีเวลาหรือการบอกที่แน่ชัดว่าจะได้ตรวจหรือไม่) และควรชัดเจนในมาตราฐานการตรวจงาน เรียนงานระบบค่าาาา,Negative
การประกาศคะแนนต่อหน้าคนอื่น ไม่ดีเลยนะคะ เพราะจะทำให้นักศึกษาคนไหนรู้สึกอายเเละมันไม่ได้เข้าใจในเนื้อหาเรียนขนาดนั้นค่ะ,Negative
การประกาศใน google class room อยากให้มีการบอกรายละเอียดมากขึ้นครับ,Negative
การประเมินนี้ไม่ใช่สำหรับอาจารย์แต่ถึง Dr. เป็นอาจารย์ที่หยิ่ง ค่อนข้างไม่รับฟังนักศึกษา ชอบทำเหมือนตัวเองเก่ง ขี้อวด ขี้โม้ สอนช้า สอนไม่รู้เรื่อง คิดเองเออเอง ไม่เหมาะจะเป็นผู้สอน,Negative
การประเมินอาจารย์  ที่ไม่อ่านและไม่ปรับตัว มันเสียงเวลานะ ไอการประเมินนี้,Negative
การเปิดกล้องไม่ช่วยให้นักศึกษาตั้งใจเรียนเก่งได้ อาจเป็นการขอความร่วมมือแต่นักศึกษาบางคนก็ไม่สะดวกในการเปิดกล้องเพราะบางคนก็มีแค่โทรศัพท์เครื่องเดียว ถ้าให้ไปยืมโทรศัพท์คนอื่นเรียนด้วยทุกวันก็ไม่สะดวกขนาดนั้น และการขอให้นักศึกษาเปิดกล้องโดยที่ตัวนักศึกษาไม่สะดวกอาจทำให้ตัวนักศึกษาอึดอัดว่าทำไมต้องเปิดเพราะไม่เปิดกล้องก็สามารถเรียนได้,Negative
การเปิดกล้องเรียนออนไลน์ผมเห็นด้วยนะครับว่ามันช่วยเช็คเด็กได้จริงๆว่าเรียนไหมแต่ว่าผมว่าบางครั้งมันทำให้ผมรู้สึกเกร็งจนหลุดโฟกัสกับเรียนบ่อยๆครับ ประมาณว่าหน้าเราดูแปลกๆไหม อะไรงี้ครับ,Negative
การผิดพลาดของการออกข้อสอบรวมถึงการออกข้อสอบในวงกว้างจนเกินไปไม่มีขอบเขตทำให้นักเรียนไม่บรรลุผลตามเป้าหมายอีกทั้งยังทำให้เกิดการเข้าใจผิดและการผิดพลาดในการทำข้อสอบอีก,Negative
การฝึกงาน10เดือน เยอะไปสำหรับนักศึกษา ควรลดระยะเวลาในการฝึกงานลง,Negative
การพิสูจน์สูตรบางจุดยังไม่ค่อยเคลียร์ พยายามคิดว่า จะต้องเขียนอย่างไรเวลาที่นักเรียนไปอ่านจะได้เข้าใจ,Negative
การพูดบรรยายพูดเร็วเกินไป ,Negative
การมาสอนไม่ค่อยจะตรงเวลาครับ,Negative
การมีคาบที่สอนทำโจทย์ช่วยให้เราสามารถเข้าใจเนื้อหาได้มากขึ้น แต่เนื้อหาที่สอนกับระยะเวลาในการสอนไม่ค่อยสอดคล้องกันเท่าไร เนื่องจากเวลาน้อยกว่าทำให้เนื้อหาของบทเรียนอัดกันมากจนเกินไป ,Negative
การยกตัวอย่างของอาจารย์ดีค่ะ เป็นการแชร์ประสบการณ์ให้ฟังแต่ยกตัวอย่างมากไปค่ะ ทำให้บางครั้งที่เรียนไม่มีเบรค ไม่ได้สอนเนื้อหาทุกหน้าในหนังสือเพราะสอนแต่เรื่องที่สำคัญที่สามารถนำไปสอบCPAได้ บางเนื้อหาก็ข้ามไปเพราะมีอีกวิชาที่สอนแต่ก็อยากให้อาจารย์พูดสรุปๆให้ฟังเผื่อว่าจะเข้าใจในเนื้อหานั้นมากขึ้นจากที่เรียนมา คำถามที่อาจารย์ถามบางครั้งก็อาจจะไม่รู้ก็เลยไม่ได้ตอบ หรือบางครั้งที่ไม่ตอบเป็นเพราะกลัวว่าอาจารย์จะถามลึกลงไปกว่านั้นเลยทำให้ไม่อยากเปิดไมค์ตอบค่ะ ,Negative
การยกตัวอย่างหรือแบบฝึกหรือการสั่งการบ้านในชั้นเรียนควรมีการอธิบายขั้นตอนวิธีทำให้นักศึกษาเข้าใจกว่านี้บางทียังไม่เข้าเลยว่าแต่ละเรื่องต้องทำอย่างไร ทำให้งานออกมาไม่ดี,Negative
การเรียกตอบรายบุคคลทำให้นักศึกษาสนใจแต่หัวข้อที่ต้องตอบจึงทำให้ไม่ได้ความรู้จากหัวข้ออื่นๆ,Negative
การเรียกถามตอบเป็นการสอนที่ดี ทำให้ตื่นตัวอยู่ตลอด แต่บางทีรู้สึกกดดันค่ะ,Negative
การเรียน1คาบใน1เทอม ผมรู้สึกว่าไม่ได้อะไรเลยครับ,Negative
การเรียนกฎหมายแบบออนไลน์ วิชากฎหมายควรที่จะมีแบบฝึกหัดค่ะ ไม่ก็งานกลุ่มหรืออะไรที่ทำให้นักศึกษาไม่ต้องสอบ 100% ค่ะ เพราะการสอบอย่างเดียวในช่วงไฟนอลมัน และยังต้องสอบวิชาอื่นๆอีก มันทำให้หนักมากค่ะสำหรับวิชานี้ ตอนแรกที่อาจารย์ให้เสนอเกี่ยวกับการเก็บคะเเนนยังไง การสอบยังไง หนูเสนอว่า มีแบบฝึกหัดทำค่ะ และสอบปลายภาคบ้างส่วน เพราะหนูคิดว่าการที่เราเรียนและทำแบบฝึกจะทำไห้เข้าใจเนื้อหาได้มากขึ้นค่ะ แต่ถ้าให้มาอ่านและสอบรอบเดียวหนูว่าเนื้อหามันเยอะไปเพราะมันเป็นวิชากฎหมายด้วยค่ะ สุดท้ายนะคะในการสอบอ่านเยอะๆและสอบรอบเดียวไม่ค่อยโอเคค่ะ ขอบคุณที่รับฟังนะคะอาจารย์ หากหนูพิมพ์ผิดพลาดตรงไหนหนูขอโทษนะคะ,Negative
"การเรียนการสอนของอาจารย์เป็นไปได้ด้วยดี มีความสุข สนุกสนาน อาจารย์ให้ความสำคัญกับนักศึกษาเป็นอย่างดี ให้ถามเมื่อตามไม่ทัน เมื่อ Code มีปัญหาก็พร้อมที่จะช่วยเหลือ เป็นสิ่งที่ดีมาก ๆ เลยครับ ผมชอบในจุดนี้ของอาจารย์ครับ
	แต่อยากให้อาจารย์ปรับปรุงในส่วนของเนื้อหาการสอนครับ ในส่วนของการทดลอง เนื้อหาที่อาจารย์สอนมีเนื้อหาครบถ้วน สามารถสร้างความรู้และความเข้าใจให้กับนักศึกษาได้ แต่การทดลองที่ต้องมีการเขียน Code ตามอาจารย์ผู้สอน เนื้อหาที่อาจารย์สอนมีความพร้อมนะครับ แต่บางครั้งการที่อาจารย์พิมพ์ไปแล้ว แล้วมาแก้ทีหลัง มันแสดงให้เห็นถึงความไม่พร้อมของเนื้อหาซึ่งเหตุการณ์นี้เกิดขึ้น บ่อยมาก อยากให้อาจารย์ปรับปรุงตรงส่วนนี้ครับ
	และการให้การบ้าน ผมว่าการให้การบ้านเป็นแบบเทอมที่แล้วจะดีครับ การที่อาจารย์ขึ้นเรื่องใหม่ และทำการเรียนการสอน และให้ส่งการบ้านในเรื่องนั้น ๆ ภายในวันนั้น ๆ มันดีกว่าการที่อาจารย์ถล่มสอนตั้งแต่คาบแรก และ มาเก็บเอาตอนใกล้สอบทีเดียวเลยมันดูแปลก ๆ ครับ ขอบคุณครับ
",Negative
"การเรียนการสอนของอาจารย์เป็นไปได้ด้วยดีนะครับ อาจารย์สอนละเอียด สอนเข้าใจ ถึงแม้มันจะเข้าใจได้ยากก็ตาม โดยรวมแล้วการเรียนการสอนไม่มีอะไรที่เป็นข้อเสีย หรือจุดด้อยครับ
	แต่สิ่งที่มันแย่มาก ๆ เลยก็คือ การบ้าน และการสอบครับ การบ้านเนี่ยอาจารย์บอกไว้ว่าส่งให้ทันเวลาและอาจารย์จะให้คะแนน นักศึกษาทุกคนจะได้เห็นคะแนนของตนเอง แต่นี่กำลังจะสอบ Final กลับไม่มีคะแนนขึ้นเลยแม้แต่งานเดียว ทางนักศึกษาไม่ได้มีปัญหากับเวลาในการให้คะแนนของอาจารย์นะครับ แต่อาจารย์เป็นผู้ที่ชี้แจงเองว่าวิชาของอาจารย์เนี่ยเข้าใจได้ยาก และมันไม่ค่อยมีการสอนหรือการอธิบายที่หาได้ในอินเทอร์เน็ต เพราะฉะนั้นเนี่ยการที่อาจารย์สั่งการบ้านแล้วไม่ได้ให้คะแนนแบบนี้ มันเป็นสิ่งที่ไม่สมควรเป็นอย่างมากเลยครับ ถ้าถามอาจารย์ตรง ๆ ก็คือตัวนักศึกษานั้นจะรู้ได้อย่างไรว่าตัวเองทำถูกหรือผิด ถ้าอาจารย์ไม่ชี้แจงคะแนนมา ผมจะรู้ได้อย่างไรครับว่าสิ่งที่ผมทำไปมันถูกต้อง และผมสามารถนำสิ่งนั้นไปใช้ในการสอบได้ และที่สำคัญเลย การเรียนการสอน และ การบ้าน เป็นการทดลองพิมพ์กับโปรแกรมทั้งสิ้น แต่การสอบเป็นการจินตนาการคำตอบขึ้นมาเอง อาจารย์ครับ นักศึกษาไม่ใช่โปรแกรมนะครับ การที่ให้ Code นักศึกษามาแล้วให้นักศึกษาเขียนผลลัพธ์ มันอาจจะต้องเปลี่ยนแปลงและปรับปรุงนิดนึงนะครับ ขอบคุณครับ ในส่วนอื่นก็ไม่มีอะไรแล้วครับ
",Negative
"การเรียนการสอนของอาจารย์เป็นไปตามปกติครับ อาจารย์อธิบายละเอียด ถึงขั้นละเอียดมาก ๆ และเนื้อหาในส่วนนั้นเข้าใจได้ยาก บางครั้งอาจารย์ไล่โปรแกรมให้ฟังอาจารย์รีบเกินไปครับ ต้องบอกว่ารีบเกินไปมาก ๆ อยากให้อาจารย์เข้าใจนะครับว่า อาจารย์กับนักศึกษามีความแตกต่างกันอยู่ นักศึกษาไม่ใช่คนที่สามารถมอง Code และอธิบายออกมาเป็นคำพูดได้เหมือนอาจารย์นะครับ อยากให้อาจารย์รับทราบว่าบางคนยังต้องอาศัยการคอมเมนต์ใน Code ทุก ๆ บรรทัด ทุก ๆ LAB เพื่อทำความเข้าใจใน Code ส่วนนั้น ๆ และเมื่ออาจารย์ให้นักศึกษาไล่ Code โปรแกรมให้อาจารย์ฟัง หากมีใครที่ติดขัด ขอร้องอาจารย์ อยากให้อาจารย์อธิบายนักศึกษาด้วยน้ำเสียงที่เป็นมิตรด้วยครับ อย่าตะคอก เพราะการที่อาจารย์อธิบาย Code ด้วยความเร็วขนาดนั้นและปล่อยช่วงพักให้ 20 นาที และให้นักเรียนมาไล่ Code อีกทีมันยากมาก ๆ ครับ
	และที่สำคัญ ไม่ทราบว่า อาจารย์จะยังจำได้ไหม แต่ว่า ในคาบแรกของวิชานี้เทอมนี้ อาจารย์กำกับ กับ นักศึกษาว่า แม้วิชานี้จะเป็นวิชา 1 หน่วยกิต แต่ก็อยากให้นักศึกษาใส่ใจและให้ความสำคัญด้วย ผมจึงอยากจะบอกอาจารย์ว่า ผมอยากให้อาจารย์ใส่ใจวันหยุด และ เวลาพักผ่อนของนักศึกษาด้วยครับ วันหยุด และ วันหยุดนักขัตฤกษ์ เป็นวันหยุดที่นักศึกษาพึงได้รับ เป็นวันที่มันสมควร หยุด หรือพักผ่อน ไม่ใช่การที่ต้องมานั่งเรียนตามปกติครับ
	อาจารย์อาจจะให้เหตุผลที่ว่าการเรียนการสอนจะไม่ทันการ ผมมองอย่างนี้ครับ ถ้าอาจารย์ลองปรับเนื้อหาของอาจารย์โดยการที่อาจารย์อธิบายรายละเอียดมาเลยในเอกสาร และให้นักศึกษานำคำถามมาถามในคาบเรียน และค่อยไล่ Code โปรแกรมตามความเข้าใจ มันจะดีกว่าไหมครับ กับการที่เข้าห้องมา 1 2 ชั่วโมงแรก คือการอธิบาย Code และ 1 ชั่วโมงที่เหลือ คือการไล่ Code  ทางนักศึกษาหวังเป็นอย่างยิ่งว่าอาจารย์ผู้สอนจะให้ความสำคัญกับปัญหาเล็กน้อยเหล่านี้ เหมือนกับที่นักศึกษาให้ความสำคัญกับวิชานี้แม้จะเป็นวิชาที่มีแค่ 1 หน่วยกิต ขอบคุณครับ
",Negative
การเรียนการสอนของอาจารย์ส่วนใหญ่จะเน้นให้ปฏิบัติ อยากให้อาจารย์คำนึงถึงเด็กที่จบสายสามัญมาบางคนไม่ได้มีความรู้ในด้านนี้ อยากให้อาจารย์ปูพื้นฐานให้สักนิด,Negative
การเรียนการสอนค่อนข้างน่าเบื่อ ตัวอย่างไม่ค่อยเห็นภาพ เข้าใจยาก อยากให้อธิบายหัวข้อเก่าที่นำมาใช้ในเนื้อหาสักเล็กน้อยก่อน,Negative
การเรียนการสอนค่อนข้างน่าเบื่อ สื่อการสอนไม่ดึงดูด,Negative
การเรียนการสอนค่อนข้างยากเนื่องจากสถานการณ์ที่ต้องเรียนออนไลน์และงานในรายวิชาเป็นงานกลุ่มทั้งหมด,Negative
การเรียนการสอนดี แต่หลังจากสอบมิดเทอมมาทำงานโปรเจคประกวดนั้นดูยากเกินตัวไปหน่อย อย่างเช่นการที่ไม่เคยสอนทำแมสและใช้โปรแกรมมากพอ ทั้งด้านข้อกฎหมายและสิ่งที่ต้องไปใช้ในงานประกวดนั้นยังไม่มีมากพอ ดูทำงานเกินตัวไปมากกับความสามารถที่มีอยู่ในตอนนี้และสิ่งที่สอนมานอกเหนือการประกวดก็ดูดี,Negative
การเรียนการสอนถือว่าเป็นสิ่งที่เลวร้ายมาก นับเป็นฝันร้ายของผู้เรียนเพราะนอกจากการเปิดคลิปวิดีโอให้ดูแล้วคุณแถบจะไม่ทำอะไรอย่างอื่นอีกเลย,Negative
การเรียนการสอนไปรบกวนบุคคลอื่นๆมากเกินไป เช่นการที่ให้เทคน้องปี 1 เพราะการที่ฉันทักไปในสื่อออนไลน์น้องปี 1 อาจคิดว่าเราเป็นคนไม่ดี(โรคจิต)ทักมาหาก็เป็นได้,Negative
